#Locus	Reads	Rep-total	DicerCall
Chr1:399623-399637	0	0.000	N
Chr1:402333-402347	3	1.000	N
Chr1:413769-413784	10	4.667	N
Chr1:422895-422917	3	3.000	24
Chr1:423147-424290	122	44.030	24
Chr1:428068-428144	14	14.000	24
Chr1:431304-431703	200	139.900	24
Chr1:431906-432244	125	69.413	24
Chr1:432469-433828	393	186.989	24
Chr1:442817-442831	3	1.500	N
Chr1:451038-451052	1	0.143	N
Chr1:453847-453861	0	0.000	N
Chr1:457238-457253	1	1.000	N
Chr1:466981-466993	2	0.667	N
Chr1:471299-471314	4	1.600	N
Chr1:472161-472174	4	1.778	N
Chr1:481222-481236	1	0.333	N
Chr1:490189-490203	16	2.286	N
Chr1:499495-499669	32	14.042	24
Chr1:499900-500132	52	20.223	24
Chr1:500390-500706	84	44.604	24
Chr1:507966-507980	6	1.600	N
Chr1:512703-513124	438	350.488	24
Chr1:513416-513431	1	0.333	N
Chr1:514139-514153	2	0.700	N
Chr1:515494-515550	662	37.668	N
Chr1:536871-536885	3	0.273	N
Chr1:538650-538657	7	7.000	N
Chr1:539740-539764	4	4.000	N
Chr1:540545-540962	167	109.335	24
Chr1:543687-543702	10	9.333	N
Chr1:549623-550856	99	39.897	24
Chr1:552639-552714	1491	227.228	N
Chr1:561499-561515	0	0.000	N
Chr1:568271-568286	8	2.450	N
Chr1:587575-587979	209	118.733	24
Chr1:599484-599646	40	16.576	24
Chr1:604402-604457	96	5.981	N
Chr1:605773-605788	6	1.708	N
Chr1:608060-608081	6	6.000	N
Chr1:608605-608839	18	18.000	N
Chr1:612658-612705	88	88.000	23
Chr1:613624-613641	364	180.180	N
Chr1:614978-614992	0	0.000	N
Chr1:620167-620182	2	0.833	N
Chr1:624109-624125	2	0.667	N
Chr1:624949-624962	0	0.000	N
Chr1:634215-634566	439	323.631	24
Chr1:635401-635421	19	12.500	21
Chr1:639732-641202	168	103.337	N
Chr1:648964-648977	2	1.200	N
Chr1:651823-651840	2	2.000	N
Chr1:659018-659023	2	1.500	N
Chr1:659604-659625	6	1.000	N
Chr1:661436-661452	0	0.000	N
Chr1:661753-661764	1	1.000	24
Chr1:662075-662111	0	0.000	N
Chr1:670658-670888	82	82.000	24
Chr1:681660-681675	2	0.158	N
Chr1:685194-685210	4	2.000	N
Chr1:696491-696735	70	29.204	24
Chr1:697305-697383	28	12.460	24
Chr1:717329-717344	11	3.367	N
Chr1:728666-728680	2	1.071	N
Chr1:734344-734359	58	14.813	N
Chr1:738681-738697	0	0.000	N
Chr1:744519-744658	3	3.000	N
Chr1:752951-752966	0	0.000	N
Chr1:753435-753874	81	80.498	N
Chr1:758635-758739	56	5.146	24
Chr1:759050-759194	42	9.656	24
Chr1:759565-760434	92	26.395	24
Chr1:761373-761389	14	7.729	N
Chr1:769062-769078	5	1.800	N
Chr1:770231-770242	1	0.250	N
Chr1:781073-782056	279	91.596	24
Chr1:785348-785369	3	3.000	23
Chr1:788015-788024	0	0.000	N
Chr1:789457-789709	83	73.837	24
Chr1:791760-792467	327	151.532	24
Chr1:794046-794061	2	1.100	N
Chr1:805304-805319	4	3.333	N
Chr1:812679-812692	5	1.036	N
Chr1:822247-822409	143	140.755	24
Chr1:831782-831797	1	0.111	N
Chr1:847039-847133	5	5.000	21
Chr1:853223-853238	1	0.143	N
Chr1:859509-859523	0	0.000	N
Chr1:863257-863270	1	1.000	N
Chr1:866790-866805	5	5.000	N
Chr1:869371-869522	11	11.000	N
Chr1:872488-872502	1	0.333	N
Chr1:875056-875605	430	213.409	N
Chr1:877448-877700	188	7.652	N
Chr1:888878-889530	286	81.281	24
Chr1:891059-891060	1	0.167	N
Chr1:892514-892587	78	14.141	N
Chr1:899399-899411	8	8.000	N
Chr1:909824-909883	635	36.068	N
Chr1:913452-913461	4	2.000	N
Chr1:916982-917041	12	12.000	N
Chr1:917665-917667	6	6.000	20
Chr1:936241-936255	8	2.166	N
Chr1:937203-937485	513	496.327	N
Chr1:938215-938229	21	10.410	N
Chr1:939063-939077	9	4.833	N
Chr1:943305-943319	5	1.666	N
Chr1:944174-944418	303	303.000	24
Chr1:948440-948456	0	0.000	N
Chr1:951734-951752	8	2.414	N
Chr1:952751-952765	0	0.000	N
Chr1:954811-954825	2	0.458	N
Chr1:958651-958908	212	212.000	24
Chr1:981817-981818	0	0.000	N
Chr1:982669-982686	13	10.250	N
Chr1:989315-989329	0	0.000	N
Chr1:998916-998932	1	1.000	N
Chr1:1008591-1009356	577	344.988	N
Chr1:1014375-1014391	2	0.500	N
Chr1:1016530-1016545	2	0.667	N
Chr1:1027276-1027288	1	0.333	N
Chr1:1032122-1032136	6	4.333	N
Chr1:1032578-1032592	10	5.500	N
Chr1:1038560-1038575	1	0.091	N
Chr1:1041835-1041849	8	2.000	N
Chr1:1043493-1043508	2	2.000	N
Chr1:1054124-1054138	1	0.111	N
Chr1:1058906-1058923	28	9.999	N
Chr1:1075497-1075512	19	11.250	N
Chr1:1079631-1079645	0	0.000	N
Chr1:1080445-1080462	9	5.167	N
Chr1:1084105-1084122	5	2.000	N
Chr1:1089078-1089092	0	0.000	N
Chr1:1089547-1089561	2	0.250	N
Chr1:1094703-1094720	41	13.583	N
Chr1:1099615-1099625	5	5.000	N
Chr1:1106444-1106461	11	9.500	N
Chr1:1111050-1111064	1	0.250	N
Chr1:1113858-1113871	2	0.533	N
Chr1:1128456-1128486	16	16.000	N
Chr1:1141780-1141806	5	5.000	N
Chr1:1150663-1150677	22	22.000	N
Chr1:1159023-1159106	221	34.984	N
Chr1:1160229-1160306	101	37.299	24
Chr1:1160791-1161234	49	37.583	24
Chr1:1168512-1168527	0	0.000	N
Chr1:1171227-1171243	5	1.117	N
Chr1:1184758-1185134	117	114.215	24
Chr1:1189319-1190195	75	73.748	N
Chr1:1190782-1190810	10	10.000	N
Chr1:1191229-1191295	18	18.000	N
Chr1:1194393-1195179	445	259.124	24
Chr1:1196816-1196871	49	49.000	24
Chr1:1200105-1200118	4	2.643	N
Chr1:1202570-1202587	4	2.667	N
Chr1:1205831-1205845	3	0.250	N
Chr1:1208706-1208722	5	2.250	N
Chr1:1215706-1215813	441	386.095	N
Chr1:1216721-1217062	199	196.791	N
Chr1:1241336-1241349	1	0.091	N
Chr1:1245071-1245087	377	328.669	N
Chr1:1249740-1250892	160	62.064	24
Chr1:1256601-1256615	0	0.000	N
Chr1:1257312-1257329	1	0.500	N
Chr1:1258567-1258582	0	0.000	N
Chr1:1269830-1269846	17	8.333	N
Chr1:1276118-1276196	90	26.838	24
Chr1:1276528-1276655	68	60.146	24
Chr1:1286186-1286200	9	3.024	N
Chr1:1286864-1286925	77	77.000	24
Chr1:1289031-1289463	59	4.077	24
Chr1:1303765-1303773	2	0.667	20
Chr1:1304229-1304248	2	2.000	20
Chr1:1308466-1308482	2	0.238	N
Chr1:1314743-1314757	5	0.416	N
Chr1:1324973-1324990	75	7.553	N
Chr1:1336737-1336752	2	1.000	N
Chr1:1348708-1348939	13	7.345	N
Chr1:1350033-1350048	6	0.873	N
Chr1:1353314-1353328	0	0.000	N
Chr1:1368471-1368486	6	2.000	N
Chr1:1382396-1382411	0	0.000	N
Chr1:1387028-1387043	3	2.062	N
Chr1:1393075-1393089	2	0.182	N
Chr1:1398803-1398818	2	0.583	N
Chr1:1400953-1400969	0	0.000	N
Chr1:1402365-1402379	0	0.000	N
Chr1:1414686-1414701	9	2.619	N
Chr1:1430268-1430436	143	64.665	24
Chr1:1430729-1431036	256	110.925	24
Chr1:1431452-1432134	57	57.000	N
Chr1:1432362-1432396	9	9.000	N
Chr1:1432605-1432623	1	1.000	N
Chr1:1434477-1434489	1	0.500	N
Chr1:1436671-1436684	6	2.666	N
Chr1:1437869-1437883	4	3.111	N
Chr1:1441523-1442319	262	154.213	24
Chr1:1442680-1443158	33	17.582	24
Chr1:1443659-1444570	253	162.274	24
Chr1:1445306-1446263	423	334.889	24
Chr1:1446507-1446521	3	0.466	N
Chr1:1450013-1450030	106	37.068	N
Chr1:1451802-1451815	4	2.310	N
Chr1:1463320-1463333	0	0.000	N
Chr1:1471165-1471184	14	4.533	20
Chr1:1476454-1476725	80	40.344	24
Chr1:1477852-1478381	61	55.236	N
Chr1:1478660-1478822	40	39.500	N
Chr1:1486778-1486802	11	4.666	24
Chr1:1490784-1490794	0	0.000	N
Chr1:1491759-1491773	0	0.000	N
Chr1:1502758-1502774	5	5.000	N
Chr1:1510493-1510508	0	0.000	N
Chr1:1513612-1513628	6	3.600	N
Chr1:1514212-1514226	0	0.000	N
Chr1:1522834-1523426	248	213.751	24
Chr1:1532186-1532202	14	5.726	N
Chr1:1540252-1540269	0	0.000	N
Chr1:1545206-1545221	2	0.200	N
Chr1:1554689-1554696	1	1.000	N
Chr1:1566512-1566528	2	0.458	N
Chr1:1575053-1575068	6	3.617	N
Chr1:1580658-1580672	0	0.000	N
Chr1:1583791-1583845	225	176.715	N
Chr1:1592517-1592618	171	171.000	24
Chr1:1593146-1593169	4	4.000	N
Chr1:1598282-1598526	1176	1176.000	24
Chr1:1607522-1607536	0	0.000	N
Chr1:1611421-1611435	4	4.000	N
Chr1:1613257-1614693	561	427.819	24
Chr1:1617724-1617778	267	241.288	24
Chr1:1619282-1619296	0	0.000	N
Chr1:1622043-1622057	0	0.000	N
Chr1:1626691-1626705	1	0.017	N
Chr1:1637003-1637017	26	6.500	N
Chr1:1638275-1638298	4	4.000	24
Chr1:1643832-1643849	31	8.389	N
Chr1:1646232-1646246	25	7.250	N
Chr1:1653231-1653615	17	17.000	21
Chr1:1654905-1654920	0	0.000	N
Chr1:1661528-1661542	0	0.000	N
Chr1:1662402-1662421	8	6.500	N
Chr1:1667631-1667645	0	0.000	N
Chr1:1676764-1677046	20	17.500	24
Chr1:1680512-1680526	2	0.286	N
Chr1:1692703-1692740	1	1.000	24
Chr1:1702355-1702370	8	1.893	N
Chr1:1703428-1703442	2	2.000	N
Chr1:1704780-1704796	557	122.094	N
Chr1:1705444-1705474	13	8.481	N
Chr1:1705953-1706120	44	24.341	24
Chr1:1706433-1706454	3	3.000	N
Chr1:1707805-1707820	0	0.000	N
Chr1:1710990-1711006	4	0.743	N
Chr1:1711587-1711602	3	0.333	N
Chr1:1712766-1712781	7	7.000	N
Chr1:1713259-1713274	0	0.000	N
Chr1:1716072-1716087	3	1.000	N
Chr1:1720673-1720688	2	0.667	N
Chr1:1725732-1725746	2	1.200	N
Chr1:1727122-1727487	78	78.000	21
Chr1:1728731-1729224	89	63.279	24
Chr1:1738996-1739172	460	293.986	24
Chr1:1742569-1742586	2	1.200	N
Chr1:1745297-1745326	2	2.000	N
Chr1:1748580-1748580	0	0.000	N
Chr1:1751299-1751314	1	0.333	N
Chr1:1759856-1759871	0	0.000	N
Chr1:1762048-1762063	22	4.083	N
Chr1:1764408-1764418	0	0.000	N
Chr1:1766643-1767431	92	90.473	N
Chr1:1767683-1768088	61	55.693	N
Chr1:1768563-1768584	5	5.000	N
Chr1:1781709-1781723	0	0.000	N
Chr1:1787500-1787507	2	0.410	N
Chr1:1790140-1790154	0	0.000	N
Chr1:1797060-1797076	0	0.000	N
Chr1:1799901-1799916	281	257.986	N
Chr1:1803119-1803143	2	2.000	N
Chr1:1817400-1817473	290	55.941	N
Chr1:1835810-1835825	0	0.000	N
Chr1:1875507-1876767	168	118.877	24
Chr1:1879036-1879052	5	1.333	N
Chr1:1881910-1882258	583	576.995	24
Chr1:1884283-1884321	19	19.000	24
Chr1:1898930-1898944	1	0.333	N
Chr1:1900004-1900019	1	0.167	N
Chr1:1904018-1904033	0	0.000	N
Chr1:1905132-1905146	6	1.778	N
Chr1:1923719-1923734	3	0.750	N
Chr1:1935510-1935525	3	1.333	N
Chr1:1944858-1944904	19	16.999	N
Chr1:1956289-1956390	9	2.535	N
Chr1:1961027-1961047	5	4.500	N
Chr1:1975093-1975587	73	24.696	24
Chr1:1975914-1976579	121	87.289	24
Chr1:1978084-1978173	25	3.167	N
Chr1:1981156-1981171	1	0.333	N
Chr1:2001711-2001733	1	1.000	23
Chr1:2005107-2005122	10	10.000	N
Chr1:2010182-2010197	5	2.500	N
Chr1:2014731-2014747	2	2.000	21
Chr1:2014950-2015191	53	29.834	21
Chr1:2017423-2017437	0	0.000	N
Chr1:2024683-2024699	2	0.500	N
Chr1:2024939-2024954	7	1.650	N
Chr1:2025353-2025411	1461	118.925	N
Chr1:2041337-2041352	2	0.333	N
Chr1:2047925-2048672	213	211.509	N
Chr1:2048901-2049329	179	176.834	N
Chr1:2056697-2056710	0	0.000	N
Chr1:2077462-2077515	7	7.000	N
Chr1:2084872-2084885	3	1.833	N
Chr1:2095828-2095844	9	0.818	N
Chr1:2107255-2107468	4110	2762.331	N
Chr1:2111057-2111218	4167	2562.288	N
Chr1:2135481-2135493	2	2.000	N
Chr1:2137216-2137231	5	1.143	N
Chr1:2151949-2152054	2	0.667	N
Chr1:2153242-2153259	67	37.299	N
Chr1:2154771-2154784	2	0.417	N
Chr1:2156307-2156359	539	103.542	N
Chr1:2157120-2157671	244	58.096	24
Chr1:2161275-2161296	4	4.000	N
Chr1:2165554-2165711	243	243.000	21
Chr1:2167088-2167106	4	3.125	N
Chr1:2170763-2170782	3	3.000	N
Chr1:2174537-2174551	20	3.874	N
Chr1:2177885-2177950	267	64.934	N
Chr1:2201636-2201653	7	3.233	N
Chr1:2208582-2208600	1	1.000	24
Chr1:2215568-2215582	2	0.400	N
Chr1:2217186-2217200	10	0.833	N
Chr1:2224718-2224729	1	0.333	N
Chr1:2227208-2227223	0	0.000	N
Chr1:2233808-2234534	86	20.287	24
Chr1:2249579-2249593	5	0.900	N
Chr1:2249893-2249895	3	3.000	N
Chr1:2253858-2253875	10	2.800	N
Chr1:2261059-2261074	13	1.877	N
Chr1:2262021-2262036	3	0.273	N
Chr1:2263411-2263426	2	0.583	N
Chr1:2271668-2271868	10	3.226	N
Chr1:2282594-2282609	55	31.014	N
Chr1:2282928-2282948	0	0.000	N
Chr1:2287333-2287347	1	0.500	N
Chr1:2292454-2292469	6	1.834	N
Chr1:2295288-2295301	5	1.666	N
Chr1:2296278-2296292	1	1.000	N
Chr1:2297777-2297792	3	3.000	N
Chr1:2298469-2298484	6	1.444	N
Chr1:2298766-2298781	4	1.000	N
Chr1:2334817-2334897	1456	98.862	N
Chr1:2335191-2335247	5	4.111	24
Chr1:2337988-2338002	1	0.500	N
Chr1:2338800-2338963	17	10.834	N
Chr1:2339293-2339323	11	10.499	N
Chr1:2340188-2340430	184	163.723	24
Chr1:2341624-2341625	3	1.500	N
Chr1:2342912-2342926	0	0.000	N
Chr1:2350607-2350623	1	0.250	N
Chr1:2364361-2364376	0	0.000	N
Chr1:2368840-2369076	9	2.917	24
Chr1:2369799-2369903	5	0.597	N
Chr1:2387489-2387503	0	0.000	N
Chr1:2396722-2396854	1	1.000	N
Chr1:2400002-2400182	2	1.333	N
Chr1:2406710-2406906	1452	217.945	N
Chr1:2415633-2415968	161	152.113	24
Chr1:2417420-2417440	5	2.500	N
Chr1:2424318-2424334	0	0.000	N
Chr1:2427631-2427645	0	0.000	N
Chr1:2428300-2428308	1	0.125	N
Chr1:2434957-2434971	1	0.333	N
Chr1:2438006-2438243	27	27.000	N
Chr1:2438791-2438811	2	2.000	N
Chr1:2439134-2439151	3	3.000	N
Chr1:2439431-2439461	17	17.000	N
Chr1:2444647-2444660	0	0.000	N
Chr1:2454859-2454872	0	0.000	N
Chr1:2455741-2455761	7	3.000	N
Chr1:2456389-2456427	21	5.200	N
Chr1:2457074-2457088	5	4.500	N
Chr1:2459117-2459404	24	12.418	N
Chr1:2459846-2459888	17	4.250	N
Chr1:2460344-2460365	5	2.333	N
Chr1:2463439-2463463	4	1.667	N
Chr1:2463918-2463965	28	7.000	N
Chr1:2464333-2464347	6	1.916	N
Chr1:2464590-2464614	8	3.000	N
Chr1:2464947-2464962	0	0.000	N
Chr1:2467933-2467950	0	0.000	N
Chr1:2472878-2473288	255	163.634	24
Chr1:2473826-2473839	0	0.000	N
Chr1:2477382-2477396	4	1.000	N
Chr1:2484488-2484503	1	0.143	N
Chr1:2484957-2484971	0	0.000	N
Chr1:2512500-2512510	1	1.000	N
Chr1:2515023-2515038	0	0.000	N
Chr1:2518535-2518551	27	17.283	N
Chr1:2522924-2522939	1	0.333	N
Chr1:2525870-2525884	0	0.000	N
Chr1:2526904-2526947	46	46.000	24
Chr1:2531436-2531861	243	108.548	24
Chr1:2532265-2532419	9	2.583	24
Chr1:2532694-2532726	8	2.666	24
Chr1:2532940-2534126	165	55.456	24
Chr1:2534536-2534796	75	53.310	24
Chr1:2538076-2538234	147	46.305	N
Chr1:2547027-2547042	0	0.000	N
Chr1:2560107-2560123	19	4.843	N
Chr1:2565327-2565341	1	0.333	N
Chr1:2574528-2574548	3	3.000	N
Chr1:2577832-2577847	5	1.433	N
Chr1:2587337-2587558	107	50.247	24
Chr1:2587783-2588596	35809	2993.632	N
Chr1:2595909-2595923	1	0.500	N
Chr1:2600434-2600449	2	1.333	N
Chr1:2615025-2615039	1	1.000	N
Chr1:2636726-2636742	4	4.000	N
Chr1:2640957-2641272	278	274.998	N
Chr1:2641499-2641714	34	34.000	N
Chr1:2646119-2646133	3	0.458	N
Chr1:2657436-2657897	633	561.028	24
Chr1:2659053-2659067	0	0.000	N
Chr1:2670384-2670386	4	4.000	N
Chr1:2674465-2674481	3	1.476	N
Chr1:2676169-2676184	4	1.167	N
Chr1:2682976-2682991	23	6.500	N
Chr1:2688948-2688962	1	0.091	N
Chr1:2693569-2693585	6	0.667	N
Chr1:2699605-2699615	2	1.111	N
Chr1:2711007-2711022	18	9.000	N
Chr1:2718979-2718993	2	0.300	N
Chr1:2727029-2727045	7	1.750	N
Chr1:2739192-2739207	2	0.750	N
Chr1:2740509-2740524	1	0.125	N
Chr1:2745647-2745661	1	1.000	N
Chr1:2763628-2763642	0	0.000	N
Chr1:2765585-2765599	0	0.000	N
Chr1:2767426-2767441	4	1.000	N
Chr1:2770564-2770578	0	0.000	N
Chr1:2788433-2788752	119	24.538	24
Chr1:2788987-2789183	29	5.600	24
Chr1:2790032-2790035	1	0.167	24
Chr1:2790314-2790472	6	1.033	24
Chr1:2790732-2791147	31	5.534	24
Chr1:2791403-2791496	14	2.667	24
Chr1:2791771-2791925	16	2.899	24
Chr1:2792164-2792170	3	0.533	22
Chr1:2792616-2792646	6	1.200	24
Chr1:2792892-2793059	17	2.958	N
Chr1:2793386-2793388	4	0.700	23
Chr1:2793609-2794326	71	12.716	24
Chr1:2795063-2795119	20	3.320	24
Chr1:2795405-2795968	88	16.465	24
Chr1:2796358-2796383	11	2.200	23
Chr1:2796614-2797342	77	13.968	24
Chr1:2797708-2797870	11	1.967	23
Chr1:2798361-2798378	7	1.400	23
Chr1:2798668-2799404	53	9.938	24
Chr1:2799787-2800696	350	75.950	24
Chr1:2802695-2802710	2	0.105	N
Chr1:2803058-2803074	211	41.968	N
Chr1:2804335-2804350	0	0.000	N
Chr1:2805695-2805710	4	0.897	N
Chr1:2813165-2813179	2	0.271	N
Chr1:2829132-2829137	1	1.000	20
Chr1:2830919-2830936	6	3.334	N
Chr1:2833628-2833642	7	7.000	N
Chr1:2835388-2835402	5	0.956	N
Chr1:2846553-2846608	1107	113.467	N
Chr1:2850665-2850681	4	1.250	N
Chr1:2852008-2852022	0	0.000	N
Chr1:2859958-2859973	0	0.000	N
Chr1:2869153-2869222	8	2.017	N
Chr1:2877853-2877867	1	0.333	N
Chr1:2878122-2878136	1	0.333	N
Chr1:2879303-2879376	103	9.012	N
Chr1:2881495-2881509	1	1.000	N
Chr1:2883646-2883660	0	0.000	N
Chr1:2901503-2901513	1	0.250	N
Chr1:2903282-2903296	6	3.600	N
Chr1:2903860-2903876	301	108.571	N
Chr1:2907249-2907349	2	1.333	N
Chr1:2912833-2912848	2	1.250	N
Chr1:2923213-2923227	5	0.775	N
Chr1:2927807-2927819	2	2.000	N
Chr1:2936369-2936383	0	0.000	N
Chr1:2939416-2939491	26721	4195.197	N
Chr1:2940108-2940127	5	5.000	N
Chr1:2945924-2945939	0	0.000	N
Chr1:2947916-2947930	3	0.900	N
Chr1:2954208-2954226	5	5.000	N
Chr1:2960499-2960515	0	0.000	N
Chr1:2976215-2976237	5	5.000	24
Chr1:2976561-2976701	8	8.000	24
Chr1:2982530-2982533	0	0.000	N
Chr1:2986366-2986504	41	27.126	24
Chr1:2986732-2986842	22	15.072	24
Chr1:2989841-2989855	3	0.750	N
Chr1:2993348-2993778	112	112.000	24
Chr1:3000942-3000956	0	0.000	N
Chr1:3009152-3009709	128	125.747	N
Chr1:3012116-3012129	0	0.000	N
Chr1:3016097-3016498	38	38.000	N
Chr1:3016844-3016857	5	5.000	N
Chr1:3017080-3017173	15	12.522	N
Chr1:3017983-3018012	13	13.000	N
Chr1:3023505-3024276	196	70.246	24
Chr1:3027014-3027028	1	0.250	N
Chr1:3028329-3028343	1	0.143	N
Chr1:3040967-3040982	60	7.782	N
Chr1:3048971-3048986	3	2.000	N
Chr1:3060437-3060579	2	2.000	21
Chr1:3062048-3062104	110	102.498	24
Chr1:3063534-3063803	201	191.593	24
Chr1:3070421-3070436	4	3.000	N
Chr1:3073184-3074008	108	39.917	24
Chr1:3077593-3077610	4	2.500	N
Chr1:3085431-3085445	13	2.123	N
Chr1:3097765-3097780	1	0.333	N
Chr1:3109228-3109249	11	3.584	N
Chr1:3115862-3115876	5	2.034	N
Chr1:3136322-3136334	5	2.375	N
Chr1:3142234-3142249	1	1.000	N
Chr1:3144763-3144779	4	1.091	N
Chr1:3156100-3156116	0	0.000	N
Chr1:3158808-3158824	1	1.000	N
Chr1:3160140-3160154	3	1.667	N
Chr1:3162547-3162698	23	4.947	N
Chr1:3168529-3168545	22	7.264	N
Chr1:3169153-3169171	69	35.293	N
Chr1:3180537-3180720	312	245.825	N
Chr1:3187885-3187899	4	0.633	N
Chr1:3202807-3202822	7	3.500	N
Chr1:3220726-3220739	1	0.500	N
Chr1:3221099-3221113	2	0.250	N
Chr1:3224252-3224266	8	4.000	N
Chr1:3239442-3239456	0	0.000	N
Chr1:3250630-3250663	11	4.250	24
Chr1:3251287-3251501	111	26.118	24
Chr1:3253068-3253080	2	1.250	N
Chr1:3255594-3255608	1	1.000	N
Chr1:3258490-3258508	0	0.000	N
Chr1:3263425-3263544	6	3.000	24
Chr1:3274907-3274921	4	2.500	N
Chr1:3281602-3281618	1	0.111	N
Chr1:3282375-3282389	2	0.375	N
Chr1:3292494-3292506	1	0.333	N
Chr1:3302991-3303005	6	1.333	N
Chr1:3311204-3311219	9	3.556	N
Chr1:3313227-3313242	1	0.333	N
Chr1:3316654-3316675	1	1.000	22
Chr1:3321427-3321441	0	0.000	N
Chr1:3326948-3326962	1	1.000	N
Chr1:3341097-3341111	1	0.250	N
Chr1:3342600-3343013	61	20.917	24
Chr1:3343618-3343634	5	5.000	24
Chr1:3343898-3343932	32	16.998	24
Chr1:3344681-3344695	7	7.000	23
Chr1:3360531-3360997	82	31.250	24
Chr1:3362174-3362213	76	76.000	24
Chr1:3370744-3370758	0	0.000	N
Chr1:3371341-3371355	6	2.584	N
Chr1:3373047-3373061	0	0.000	N
Chr1:3377499-3377515	0	0.000	N
Chr1:3405737-3405752	0	0.000	N
Chr1:3406478-3406484	1	0.200	N
Chr1:3412956-3413232	280	249.312	24
Chr1:3413661-3413763	39	20.943	24
Chr1:3414033-3414311	45	19.867	24
Chr1:3414549-3414825	65	51.740	24
Chr1:3415053-3415068	1	0.250	N
Chr1:3418093-3418108	6	1.388	N
Chr1:3424591-3424605	0	0.000	N
Chr1:3427860-3428032	160	156.000	24
Chr1:3429268-3429426	6	6.000	21
Chr1:3431183-3431258	102	13.495	N
Chr1:3438503-3438517	4	1.000	N
Chr1:3438760-3438776	5	3.500	N
Chr1:3441086-3441100	1	0.200	N
Chr1:3443824-3443837	4	4.000	N
Chr1:3448774-3448788	37	9.417	N
Chr1:3462051-3462065	0	0.000	N
Chr1:3469624-3469846	305	59.414	N
Chr1:3471543-3471559	0	0.000	N
Chr1:3477785-3477801	0	0.000	N
Chr1:3485193-3485208	4	0.667	N
Chr1:3486678-3486692	0	0.000	N
Chr1:3487513-3487533	7	5.500	N
Chr1:3488825-3488840	1	0.200	N
Chr1:3497802-3498212	80	65.040	24
Chr1:3498881-3498988	106	96.725	24
Chr1:3501571-3501584	0	0.000	N
Chr1:3512930-3512946	2	2.000	N
Chr1:3515691-3515706	0	0.000	N
Chr1:3530897-3530913	0	0.000	N
Chr1:3542887-3542901	4	1.333	N
Chr1:3546555-3546570	3	2.027	N
Chr1:3546828-3547155	108	87.426	24
Chr1:3547373-3547779	178	136.971	24
Chr1:3551649-3551690	15	15.000	24
Chr1:3551967-3552040	15	12.750	24
Chr1:3552333-3552349	80	14.640	N
Chr1:3554417-3554431	58	19.331	N
